batch size,trial #,naive obective val,naive time,inexact objective val,inexact time,greedy objective val,greedy time
500,0,14799.537000000022,0.002026796340942383,4814.452000000016,4.669161796569824,2075.827000000012,0.23898768424987793
500,1,17718.074000000008,0.0029997825622558594,3597.654999999999,12.939627408981323,9323.436000000005,0.29489779472351074
500,2,11951.897,0.0029993057250976562,2950.2450000000026,5.292280673980713,5437.824999999997,0.293041467666626
500,3,10741.72700000001,0.0019998550415039062,4110.47700000001,4.221158742904663,2885.3259999999973,0.224839448928833
500,4,23236.942000000014,0.010097503662109375,7970.436000000009,10.271279573440552,12205.085999999996,0.3464844226837158
600,0,19377.937,0.004457235336303711,4383.122000000007,12.346640348434448,9242.477000000003,0.35480785369873047
600,1,28178.517000000003,0.0029997825622558594,7145.312000000009,20.22397541999817,12417.796999999995,0.3705711364746094
600,2,18499.717000000008,0.0032455921173095703,1956.121999999992,7.395331382751465,8228.187000000002,0.37276506423950195
600,3,29376.737000000012,0.0030307769775390625,7313.186999999994,9.467605113983154,11732.587000000003,0.3795194625854492
600,4,21880.16699999999,0.0030100345611572266,6068.854999999981,14.285775899887085,8095.967000000008,0.35346150398254395
700,0,28861.797000000017,0.0030214786529541016,11076.43600000002,20.06083917617798,13991.575000000004,0.4633016586303711
700,1,29962.787000000022,0.0030617713928222656,11294.645999999986,11.974407434463501,18552.222000000012,0.45749378204345703
700,2,33516.557000000015,0.0032320022583007812,14107.426999999985,14.03631067276001,16801.217000000015,0.3950836658477783
700,3,32314.926999999992,0.02169346809387207,9243.025999999998,16.658228397369385,15296.30699999999,0.5651199817657471
700,4,25538.036999999993,0.003999948501586914,10649.75499999999,17.482150316238403,16737.63200000001,0.47208166122436523
800,0,41466.56699999998,0.003296375274658203,16491.66299999999,14.857337474822998,21354.625999999993,0.5352766513824463
800,1,47149.037,0.005000114440917969,24332.58700000001,15.977283716201782,26041.312,0.48528265953063965
800,2,36861.887,0.0067899227142333984,16659.636000000013,14.713132381439209,23561.98599999999,0.4594111442565918
800,3,35767.876999999964,0.0044519901275634766,20549.071999999967,16.51729106903076,24060.062000000016,0.45833325386047363
800,4,30643.306999999997,0.005604267120361328,12811.661999999971,16.865171670913696,15167.131999999994,0.4861469268798828
900,0,50245.72700000004,0.005600452423095703,23560.07500000001,17.38403820991516,33644.412000000026,0.5317246913909912
900,1,42081.87700000001,0.004325389862060547,18525.015999999985,18.253340244293213,23936.271999999994,0.4924960136413574
900,2,44580.72700000001,0.005000114440917969,22563.345000000016,37.23022222518921,32688.156000000014,0.5671555995941162
900,3,32904.65700000002,0.004999637603759766,16267.242999999999,18.277426958084106,22744.982,0.5015935897827148
900,4,50088.986999999994,0.006712436676025391,22264.05699999999,24.870113611221313,28774.571999999982,0.5985240936279297
1000,0,49467.68700000002,0.006014585494995117,26702.671999999988,18.338621616363525,36395.62700000001,0.623298168182373
1000,1,55305.11700000001,0.007134914398193359,28998.38200000006,40.87690043449402,32172.365999999998,0.7726786136627197
1000,2,57084.82699999999,0.004480123519897461,30005.056000000008,43.936031341552734,34321.005999999994,0.6161913871765137
1000,3,47935.807000000015,0.005360603332519531,25346.182000000033,37.23285126686096,29018.166999999983,0.5870366096496582
1000,4,61590.927000000025,0.007060527801513672,33153.00699999998,33.88524627685547,38062.78199999998,0.6649458408355713
1100,0,59254.837,0.019001007080078125,27228.14599999997,41.63888168334961,35075.98200000002,0.627814531326294
1100,1,57721.497,0.008929967880249023,32584.646000000022,44.43513226509094,33288.95699999998,0.7347359657287598
1100,2,59853.147,0.004999637603759766,34744.135000000024,28.40945339202881,39454.45700000001,0.7800602912902832
1100,3,67872.13700000002,0.0048596858978271484,35602.475000000006,29.061806440353394,39126.67699999998,0.6992526054382324
1100,4,55206.99700000002,0.005013465881347656,30558.52500000001,39.487099170684814,35441.40200000002,0.7321023941040039
